pub_date,city,address,title,owner,contractor,engineer,cert_url
"
  2011-01-13
",City of Toronto,"313 Pharmacy Avenue, Scarborough, Ontario M1L 3E7 ","Contract # 6030142 - Installation of new exhaust fan and plumbing system at West Scarborough Neighbourhood Community Centre, 313 Pharmacy Avenue, Scarborough, Ontario M1L 3E7",City of Toronto,Servocraft Limited,Slavko Zdravkovic,https://canada.constructconnect.com/dcn/certificates-and-notices/BAE03D33-4DF8-4A97-93AB-5ED5C88DF9ED
"
  2011-01-13
",York Region,Town of Markham ,"Earthworks, Underground Servicing and Roadworks",Monarch Walmark Development Limited,TACC Construction Limited,Urbantech Consulting,https://canada.constructconnect.com/dcn/certificates-and-notices/79D5FB67-1C5B-4C1E-BAD1-B8608DC501FD
"
  2011-01-13
",Essex County,"4341 Graham Side Road, Cottam, Ontario N0R 1B0 ",Wind Turbine Generator and Tower Supply and Commissioning - Gosfield Wind Project,Gosfield Wind Limited Partnership,Siemens Canada Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/08D408F4-F581-4D4C-A2D6-A8A700FE2607
"
  2011-01-13
",City of Hamilton, ,Contract No. C11-78-10; Reconstruct Concrete Sidewalks and Curbs at Various Locations,The City of Hamilton,A1 Asphalt Maintenance,"Paul McShane, Project Manager",https://canada.constructconnect.com/dcn/certificates-and-notices/A1753D23-E332-4EEE-89AB-E099052F6CEE
"
  2011-01-13
",City of Greater Sudbury,"P.O Box 5000, STN A, 200 Brady Street, Sudbury, ON P3A 5P3 ",Contract ISF09-3 - Paris/Notre Dame(MR 80) - York Street to Kathleen Street Rehabilitation,City of Greater Sudbury,Teranorth Construction & Engineering Limited,AECOM Canada Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/D4028978-5AA9-4A73-B418-49D6305CE322
"
  2011-01-13
",City of Toronto,"23 Sheppard Ave. East, Toronto, Ontario M2N 0C3 ","Mechanical, Sheet Metal and Controls (BAS)",Minto L8 Inc.,Global Plumbing and Heating,Minto L8 Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/4A0590F6-6276-4038-B9B5-3E5A6A4DD7F6
"
  2011-01-13
",City of Toronto,Etobicoke York District ,"Water Service Connections - Various Locations in Toronto - Etobicoke York District, Contract No. EY022-2010, 40 Kelfield Street",City of Toronto,Utility Force Inc.,"Frank Trinchini, P. Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/72202E82-0CB1-4BC0-8FFF-57034ACCF1CB
"
  2011-01-12
",City of Toronto,North York District ,"Water & Sewer Services Replacements - Various Locations in Toronto North York District RFQ#NY023-2009, 3443 Bathurst St.",City of Toronto,Rabcon Contractors Ltd.,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/4EE69AFA-731A-42AF-AC75-7FE0CAEACB9E
"
  2011-01-12
",City of Burlington,"1207 Appleby Line, Burlington ",Storage Facility Construction,Storage Spot Holdings (Appleby Line) Corp.,Elite Construction Inc.,LM Real Estate Consulting,https://canada.constructconnect.com/dcn/certificates-and-notices/5BBCAF02-EE86-4455-8886-293E4ED1DDD6
"
  2011-01-12
",City of Toronto,North York District ,"Water & Sewer Services Replacements - Various Locations in Toronto North York District RFQ#NY038-2010, 3321 Yonge St.",City of Toronto,Rabcon Contractors Ltd.,"Frank Trinchini, P.Eng",https://canada.constructconnect.com/dcn/certificates-and-notices/2BC6ABA2-58E3-469C-86DB-8A3AB9ED8606
"
  2011-01-12
",Norfolk County,"227 Main Street, Waterford, Ontario ",renovations to the Science Labs at the Waterford District High School,Grand Erie District School Board,STM Construction Ltd.,Grand Erie District School Board,https://canada.constructconnect.com/dcn/certificates-and-notices/32CF7F86-FD26-4C5D-AB7C-0E06B1A37AF5
"
  2011-01-12
",City of Toronto,"483 Bay St. 2nd Fl., Toronto, ON ",Interior Alterations,Brookfield LePage Johnson Controls,Govan Brown & Associates Ltd.,"HOK Inc., Misa Torii",https://canada.constructconnect.com/dcn/certificates-and-notices/7E06B277-B11E-497B-999E-AFB708145197
"
  2011-01-12
",City of Oshawa,"77 Centre Street North, Oshawa ",Trench Drain Restoration and Sealant Replacement,The Regional Municipality of Durham Works Department,Frontier Group of Companies Inc.,Accent Building Sciences Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/E1C18966-C162-4C17-86F7-1D837976BF8B
"
  2011-01-12
",City of Hamilton,"Part of Lot 3, Block 4, Concession 4 (Geographic Township of Binbrook) ",Summerlea West Subdivision 2A - Site Servicing,Empire Communities (Binbrook) Ltd.,Regional Sewer & Watermain Ltd.,MTE Consultants Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/0791D27F-AE7B-4F86-B84A-39D109ECD972
"
  2011-01-12
",Durham Region,City of Pickering ,Marianna Gardens School Block Servicing Contract I - Underground Servicing,Chieftan Building and Development Corporation,Hard-Co Construction Limited,"Sernas Associates, A Member of The Sernas Group Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/C8F958B6-F768-4E92-B60C-010A2AEDEEF9
"
  2011-01-12
",City of Toronto,"85 The Esplanade, Toronto, Ontario M5E  1Y8 ",Exterior Wall Repair,Old York Tower Non-Profit Seniors Housing,Wall Savers Ltd.,Belanger Engineering,https://canada.constructconnect.com/dcn/certificates-and-notices/1068C094-EB53-456D-BF5B-EA690BD130BC
"
  2011-01-12
",City of Toronto,"152-156 Park Lawn Road, Toronto, Ontario ",Interior Leasehold Improvements for a freestanding Tim Hortons Restaurant,Vector (Park Lawn) Limited,1712648 Ontario Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/EEB41BF4-B91E-421E-8A6B-28F4D0D29777
"
  2011-01-12
",City of Thorold,"19, 21, Lynden St. and 2, 2a, 2b Cleveland St., Thorold ",New residential construction 5 rental units,Thorold Municipal Non-Profit Housing Corp. Garden/Cunningham Streets,Premium Building Group,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/CAA8FCEA-42A2-4607-BE5A-F135F40D0BF2
"
  2011-01-12
",Oxford County,City of Woodstock ,Building Addition to the Community Complex - Southwood Arena,City of Woodstock,James A. Vance Construction Inc.,"Pow Peterman, Consulting Engineers a Division of PPA Engineering Technologies Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/2D334CF6-1605-44DE-A128-819C607D8BE8
"
  2011-01-12
",City of Toronto,Parc Downsview Park Inc. ,Contract: Bridge Works - Spring 2010,Parc Downsview Park Inc.,Rutherford Contracting Ltd.,MMM Group Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/FFE2490E-1968-4691-A051-D8FC8DC5837E
"
  2011-01-12
",Morrisburg Ontario (Upper Canada Village),"13740 County Road 2, Morrisburg, Ontario K0C 1X0 ",Replacement of the Phase I Miniature Train and new installation of the Phase II Sub-Grade and Rail,St. Lawrence Parks Commission,R.W. Tomlinson,Jason Vaslet,https://canada.constructconnect.com/dcn/certificates-and-notices/4FB01A91-E6F2-406D-A766-C256086E18DA
"
  2011-01-12
",Municipality of Clarington,Town of Bowmanville ,Vincent Massey PS - Boiler and Washroom Upgrades,Kawartha Pine Ridge District School Board,Prairie Plumbing & Heating Limited,"Geoff Osborne, P. Eng., MBA, LEED AP",https://canada.constructconnect.com/dcn/certificates-and-notices/37AEF962-4A8D-40C8-B7D5-04155F06FEBA
"
  2011-01-12
",City of Toronto,"55 Brownlow Ave., Toronto, Ontario ",Parking Garage Rehabilitation,Royalwood Developments Ltd. c/o Briarlane Property Management Inc.,Brook Restoration,Davroc & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/43BC137A-D6AB-44EA-B823-851AD2F7E815
"
  2011-01-12
",City of Toronto,"140 Merton Street, 1st Floor, Toronto, Ontario M4S 1A1 ","Contract No. 10TE-108TR, Asphalt Patching - Various Locations, 14, 18, 19, 20, 21, 22, 27, 28, 29, 30, 31 and 32, Toronto & East York District",City of Toronto,Paveseal Ltd.,"Albert Ulisse, Supervisor, Surface Maintenance Section",https://canada.constructconnect.com/dcn/certificates-and-notices/42C5A273-94D4-4F81-A6C0-DA6C976C787D
"
  2011-01-12
",MTO West Region, ,Contract #2009-3261 Highway 6 (Hanlon Expressway) at Maltby Road (4th Concession Road) for Street Light Revision and New Power Supply,Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Black and McDonald Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/193BECB2-18FB-4C10-BF5E-6BE50EC387B2
"
  2011-01-12
",Durham Region,"580 Harwood Avenue South, Ajax, ON L1S 2J4 ",Rouge Valley Ajax-Pickering Redevelopment: New construction and renovations to the existing Ajax-Pickering hospital,Rouge Valley Health System,Aecon Construction Group Inc.,Stantec Architecture Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/1830FD89-F4DF-4DB7-A0AA-3E6E645DFAFD
"
  2011-01-12
","City of St. Thomas, Ontario", ,"2010 Cleaning, Cement Lining and Structural Lining of Existing Watermain Contract No. 08-476",The Corporation of the City of St. Thomas,Fer-Pal Construction Ltd.,"Edward Soldo, P. Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/20414677-D82F-47E9-A431-711D6D51E54A
"
  2011-01-12
",City of Brampton,"9050 Airport Rd., Suite 101, Brampton, ON L6S 6G9 ",Interior Alterations Project #27259,Industrial 5000 Real Estate Investments,Shurway Contracting Ltd.,Nestle Canada,https://canada.constructconnect.com/dcn/certificates-and-notices/E2352903-A12D-469B-8662-70F004A40468
"
  2011-01-12
",City of Toronto,"Malvern, Arrow Road and Lakeshore Garages ","Contract G60167 - Gas Detection System: Malvern, Arrow Rd. & Lakeshore Garages",Toronto Transit Commission,TAC Controls & Automation Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/4CA6346C-DC1B-440E-91FD-F111B3C22BFC
"
  2011-01-12
","Stratford, Ontario","Avon West Subdivision Phase 1, Electrical Servicing ",Contract No. 10-30543-01 Installation of residential subdivision electrical servicing infrastructure. Coordination of installation of telecommunications infrastructure. Installation of streetlighting system.,Werner-Bromberg Limited,J.W. Kelly's Electric Ltd.,Pryde Schropp McComb A Division of Genivar,https://canada.constructconnect.com/dcn/certificates-and-notices/D999CEDA-1BC1-4BAA-8294-75A8D54D7B4F
"
  2011-01-12
",City of Toronto,"74 Wellesley Street West, Toronto, ON M5S 1C4 ",Toronto Catholic District School Board - St. Joseph's College School-Roof Replacement and Gymnasium Renovations (P#122610017),Toronto Catholic District School Board,Jass Construction General Contracting,"Stantec Architecture Ltd., Architects",https://canada.constructconnect.com/dcn/certificates-and-notices/0CB462B6-04A7-4F5C-AE96-37560168E3B3
"
  2011-01-12
",Durham Region,"2 to 84 Marsh Lane, Ajax ",Townhouse Roofing Replacement,Life Centre NonProfit Housing Corporation c/o Progressive Management and Consulting,John McLellan Contracting Inc.,Charles Sopher Consulting Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/7858D916-85EF-4F95-9B00-ED2B40E88D8A
"
  2011-01-12
",Township of Red Rock,"39 Brompton  Road, Red Rock, ON P0T 2P0 ",Red Rock Arena and Curling Club - Boiler Replacement,Township of Red Rock,Thermal Mechanical Systems,KGS Group Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/A44EB830-8EDA-43CA-A3F0-98A0DB520597
"
  2011-01-12
",Township of Stirling-Rawdon,"Part of Lot 11 Concession #1 2529 County Road #14, Stirling, Ontario K0K 3E0 ",New design build construction of the Police Services & Fire Station for the Township of Stirling-Rawdon,Township of Stirling Rawdon,Peak Engineering & Construction Ltd.,Eastern Engineering Group Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/E38F44ED-D603-4C23-8176-37F4C09C1534
"
  2011-01-12
","Georgetown, Ontario", ,"CN/Metrolinx expansion construction of additional substructure to the existing railway bridge over credit river located at mile 22.5 Halton Subdivision Georgetown, Ontario",Canadian National Railways,Toronto Zenith Contracting Ltd.,Canadian National Railways,https://canada.constructconnect.com/dcn/certificates-and-notices/122B48A6-E833-4640-9953-99BC2F0D0CD7
"
  2011-01-12
",City of Toronto,"120 Adelaide Street  West,  Toronto, Ontario ",Roof Replacement,Oxford Properties Group,BothwellAccurate Co. (2006) Limited,Yolles Partnership Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/8C032CE5-61EF-4A2E-B672-887825DE9B99
"
  2011-01-12
",Halton Region,Town of Milton ,"Contract 2 Above Ground and Completion Works (Up to CPR No. 7, dated November 29, 2010)",Mattamy (Milton West) Limited,Niran Construction Ltd.,David Schaeffer Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/631C1103-C53D-4464-AE45-96CCB38E1F29
"
  2011-01-12
",Town of Petrolia,Annie/Jennie Streets Between West Street and Huggard Street ,Annie Street / Jennie Street Reconstruction,Town of Petrolia General Works Division,TRI-CON Excavating Inc.,AECOM Canada Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/A501EBCC-2E60-4107-B68D-63B3D1397E69
"
  2011-01-12
",City of Orillia,"Patrick Fogarty Catholic Secondary School, 15 Commerce Park Rd., Orillia ",Patrick Fogarty Catholic Secondary School Upgrades Project No. 1007,Simcoe Muskoka Catholic District School Board,Bertram Construction & Design,Jeffery Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/EC26947E-FE40-4829-89E6-A70C062B5CDE
"
  2011-01-12
",City of Etobicoke,"1 Coin Street, Etobicoke, Ontario M8V  3Y9 ",Building Restoration Work at Barsa Kelly / Cari Can Co-operative Homes Inc.,Barsa Kelly / Cari Can Co-operative Homes Inc.,Maxim Group General Contracting Ltd.,CMS Building Consultants Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/B1417E93-7F4E-4070-A367-9F25D63AA06E
"
  2011-01-12
",City of Sault Ste. Marie,"Fifth Line, Sault Ste. Marie ",Contract No. 2009-18E - Landfill Gas Management System,City of Sault Ste. Marie,Avery Construction Limited,AECOM Canada Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/B1434094-F933-4C37-814A-5EBB6484A790
"
  2011-01-12
",United Counties of PrescottRussell,"Village of Hammond, City of Clarence-Rockland ","Contract No. CR 09-02 - Project #090703 Regional Water Supply - Phase 2 - Hammond, Ontario",City of ClarenceRockland,"Robert Excavating, a Division of 561861 Ontario Ltd.",Atrel Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/19B66540-229C-4DAF-92D8-198172E8E660
"
  2011-01-12
",Niagara Region,"2201 St. David's Road,  Thorold, ON ",Regional Road 73 (Fly Road) Reconstruction Contract No. RN 10-11 (62770088/60118505),The Regional Municipality of Niagara,Peters Excavating Inc.,Ken Shields,https://canada.constructconnect.com/dcn/certificates-and-notices/A21B0B2E-A578-4EDF-8D57-6274300C7147
"
  2011-01-12
",City of Toronto,1900 McNicoll Ave. ,"Supply of Material, Equipment, Labour and Supervision, Required for the Design and Build Artificial Sport Field at Mary Ward Catholic School, (including Lighting, Irrigation System, Artificial Turf, Goal Posts, Benchers, Asphalt, Fencing, Drainage System, Concrete Curbing)",City of Toronto,Dol Turf Restoration Ltd.,MMM Group Limited (Ben Tymchyshyn),https://canada.constructconnect.com/dcn/certificates-and-notices/179686E6-32BD-4DB2-BCB1-322E556953A0
"
  2011-01-12
",City of Toronto,North York District ,"Contract No. 10NY-111TR, Tender Call No. 177-2010, Hot-In-Place, Asphalt Patching at Various Locations, North York District",City of Toronto North York District,Paveseal Limited,"Hector Moreno, Manager",https://canada.constructconnect.com/dcn/certificates-and-notices/D3FFC018-C095-4963-B705-756D17652B95
"
  2011-01-12
",City of Toronto,150 Dan Leckie Way ,Caissons,Toronto Community Housing Corporation,Pro Caissons Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/23155673-34C0-401D-9B6B-879DD731C308
"
  2011-01-12
",City of Toronto,"733 Kipling Avenue, Toronto, Ontario ",Interior Leasehold Improvements for a freestanding Tim Hortons Restaurant,1832670 Ontario Ltd.,Braewood Construction Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/55FEFEB1-1785-4038-907E-4FD4C23D57F2
"
  2011-01-12
",Town of Milton,"100 Millside Drive, Milton, Ontario ",Exterior Sealant Replacement,"Board of Directors, Halton Condominium Corporation No. 23",Davenport Construction Co,Remy Consulting Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/1C11F51E-E295-4E82-9996-ACDC8AB26E89
"
  2011-01-12
",Durham Region,Town of Whitby ,"Ashburn Road, Conlin Road and Coronation Road, Contract No. T-16-2010",The Corporation of the Town of Whitby,Miller Paving Limited,The Corporation of the Town of Whitby,https://canada.constructconnect.com/dcn/certificates-and-notices/010F9CE2-0FDA-43F1-AE54-B14E15AF4522
"
  2011-01-12
",City of Toronto,120 Pearl St. ,"Pearl Street Steam, Plant Control System Upgrade",Enwave Energy Corporation,Siemens Canada,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/8CC15E96-5C00-4DBD-AEAA-6E40491083A5
